"unigram","bigram","freq"
"love","it",34
"love","you",34
"man","and",34
"man","who",34
"me","this",34
"more","about",34
"my","dad",34
"not","all",34
"on","friday",34
"on","in",34
"on","thursday",34
"one","for",34
"one","to",34
"pick","up",34
"put","a",34
"quality","of",34
"room","and",34
"so","there",34
"soon","as",34
"take","it",34
"the","better",34
"the","boys",34
"the","difference",34
"the","home",34
"the","many",34
"the","result",34
"the","scene",34
"the","sound",34
"the","wind",34
"they","also",34
"thought","that",34
"to","any",34
"to","follow",34
"university","of",34
"us","that",34
"used","the",34
"very","much",34
"were","going",34
"which","he",34
"why","not",34
"work","for",34
"would","make",34
"write","a",34
"years","old",34
"you","feel",34
"you","find",34
"a","game",33
"a","kid",33
"a","lovely",33
"a","series",33
"a","strong",33
"about","their",33
"after","i",33
"all","day",33
"and","take",33
"and","who",33
"and","would",33
"are","no",33
"as","part",33
"as","possible",33
"at","any",33
"be","honest",33
"be","to",33
"buy","a",33
"cup","of",33
"day","to",33
"do","and",33
"do","something",33
"during","a",33
"each","day",33
"everything","i",33
"few","days",33
"few","of",33
"found","the",33
"gave","me",33
"had","some",33
"his","father",33
"in","time",33
"last","month",33
"making","it",33
"much","better",33
"my","body",33
"my","children",33
"my","last",33
"my","little",33
"my","mother",33
"nice","to",33
"night","and",33
"not","been",33
"not","like",33
"of","any",33
"of","two",33
"other","people",33
"our","lives",33
"response","to",33
"responsible","for",33
"return","to",33
"said","they",33
"she","didnt",33
"so","here",33
"still","a",33
"thats","the",33
"the","baby",33
"the","band",33
"the","start",33
"the","street",33
"then","it",33
"then","you",33
"things","and",33
"thought","it",33
"to","enjoy",33
"to","raise",33
"to","understand",33
"towards","the",33
"try","and",33
"us","the",33
"was","about",33
"we","just",33
"where","it",33
"which","means",33
"which","we",33
"will","help",33
"will","make",33
"world","of",33
"years","later",33
"a","much",32
"and","by",32
"and","enjoy",32
"and","give",32
"and","new",32
"and","out",32
"and","those",32
"are","to",32
"as","soon",32
"at","am",32
"at","night",32
"at","work",32
"away","and",32
"be","at",32
"be","done",32
"because","its",32
"bit","more",32
"but","still",32
"can","tell",32
"cannot","be",32
"cant","be",32
"choose","to",32
"come","in",32
"comment","on",32
"designed","to",32
"doing","it",32
"down","a",32
"even","a",32
"five","years",32
"for","people",32
"found","out",32
"from","what",32
"getting","a",32
"give","me",32
"he","doesnt",32
"heres","a",32
"home","i",32
"home","to",32
"home","with",32
"how","you",32
"i","actually",32
"i","only",32
"ice","cream",32
"if","a",32
"if","your",32
"im","still",32
"in","every",32
"in","i",32
"it","or",32
"ive","seen",32
"led","to",32
"life","of",32
"makes","it",32
"many","years",32
"matter","of",32
"me","on",32
"more","like",32
"most","important",32
"much","for",32
"much","i",32
"my","daughter",32
"need","for",32
"not","an",32
"of","love",32
"of","money",32
"relationship","with",32
"remember","that",32
"role","in",32
"s","and",32
"she","did",32
"so","this",32
"so","well",32
"so","when",32
"th","century",32
"that","for",32
"that","god",32
"the","characters",32
"the","children",32
"the","inside",32
"the","issue",32
"the","job",32
"the","oven",32
"the","paper",32
"the","perfect",32
"the","red",32
"the","states",32
"then","he",32
"then","there",32
"thinking","of",32
"this","to",32
"this","would",32
"to","ensure",32
"to","people",32
"to","pm",32
"to","wait",32
"told","him",32
"way","and",32
"way","the",32
"with","more",32
"working","with",32
"you","ever",32
"a","point",31
"a","white",31
"also","be",31
"and","well",31
"and","while",31
"and","white",31
"are","more",31
"be","there",31
"books","and",31
"but","my",31
"by","their",31
"did","the",31
"even","when",31
"feel","that",31
"few","more",31
"from","their",31
"fun","to",31
"get","some",31
"give","the",31
"go","through",31
"has","made",31
"have","one",31
"her","in",31
"id","be",31
"is","because",31
"is","how",31
"is","i",31
"is","nothing",31
"is","where",31
"it","back",31
"just","about",31
"just","for",31
"just","not",31
"lot","more",31
"meant","to",31
"millions","of",31
"moved","to",31
"not","for",31
"on","sunday",31
"out","from",31
"plans","to",31
"really","is",31
"same","way",31
"similar","to",31
"so","she",31
"source","of",31
"st","louis",31
"take","on",31
"talk","to",31
"that","could",31
"that","to",31
"the","camera",31
"the","days",31
"the","greatest",31
"the","human",31
"the","image",31
"the","left",31
"the","month",31
"the","picture",31
"the","store",31
"the","tree",31
"the","weather",31
"the","window",31
"the","young",31
"them","with",31
"things","like",31
"thought","id",31
"time","we",31
"to","choose",31
"to","protect",31
"to","remove",31
"to","sell",31
"today","is",31
"together","and",31
"tries","to",31
"view","of",31
"was","too",31
"what","she",31
"which","would",31
"why","the",31
"a","bunch",30
"a","comment",30
"a","moment",30
"a","recent",30
"a","total",30
"and","got",30
"and","sometimes",30
"and","think",30
"apart","from",30
"are","my",30
"around","and",30
"as","for",30
"be","back",30
"be","very",30
"because","you",30
"been","the",30
"before","he",30
"book","and",30
"but","no",30
"course","i",30
"days","i",30
"dealing","with",30
"decided","that",30
"director","of",30
"dont","need",30
"example","of",30
"found","in",30
"get","into",30
"had","already",30
"have","ever",30
"have","this",30
"he","asked",30
"he","got",30
"he","wants",30
"heart","of",30
"help","you",30
"here","to",30
"heres","the",30
"him","for",30
"him","he",30
"i","even",30
"i","finally",30
"i","hate",30
"i","heard",30
"in","particular",30
"into","his",30
"is","and",30
"is","too",30
"it","felt",30
"it","isnt",30
"it","that",30
"its","so",30
"kids","and",30
"knew","that",30
"know","about",30
"know","it",30
"last","time",30
"least","one",30
"let","you",30
"like","me",30
"love","of",30
"love","this",30
"made","in",30
"me","at",30
"my","kids",30
"of","dollars",30
"of","good",30
"of","jesus",30
"one","another",30
"or","at",30
"out","at",30
"outside","of",30
"power","to",30
"put","in",30
"school","and",30
"sometimes","i",30
"taking","the",30
"than","that",30
"that","your",30
"the","board",30
"the","british",30
"the","court",30
"the","latest",30
"the","long",30
"the","party",30
"the","planet",30
"the","previous",30
"the","program",30
"the","recipe",30
"them","but",30
"there","for",30
"thing","about",30
"time","that",30
"to","end",30
"to","fight",30
"to","lose",30
"to","sleep",30
"turns","out",30
"was","doing",30
"was","only",30
"welcome","to",30
"well","and",30
"weve","been",30
"when","my",30
"whether","the",30
"who","would",30
"year","i",30
"you","i",30
"you","look",30
"a","baby",29
"a","gift",29
"a","home",29
"a","list",29
"a","member",29
"a","pretty",29
"about","his",29
"all","have",29
"all","those",29
"and","after",29
"any","time",29
"are","being",29
"be","found",29
"been","able",29
"been","so",29
"begin","to",29
"black","and",29
"book","is",29
"bottom","of",29
"but","what",29
"by","his",29
"can","use",29
"day","the",29
"do","have",29
"following","the",29
"give","up",29
"have","become",29
"i","spent",29
"if","its",29
"ill","have",29
"in","what",29
"is","from",29
"is","of",29
"it","down",29
"it","means",29
"it","now",29
"its","time",29
"just","how",29
"leave","the",29
"love","with",29
"made","by",29
"making","the",29
"me","when",29
"my","best",29
"new","jersey",29
"new","year",29
"of","many",29
"on","earth",29
"on","me",29
"once","you",29
"or","if",29
"or","something",29
"other","side",29
"people","i",29
"perfect","for",29
"place","the",29
"received","a",29
"refused","to",29
"says","that",29
"says","the",29
"six","months",29
"something","like",29
"sound","of",29
"story","is",29
"sure","i",29
"taking","a",29
"that","many",29
"that","their",29
"the","audience",29
"the","death",29
"the","guy",29
"the","high",29
"the","information",29
"the","photo",29
"the","size",29
"the","small",29
"the","song",29
"the","subject",29
"the","town",29
"the","university",29
"the","war",29
"them","they",29
"these","two",29
"this","means",29
"this","project",29
"to","another",29
"to","happen",29
"to","open",29
"to","pass",29
"to","post",29
"to","reach",29
"to","remember",29
"today","and",29
"together","with",29
"upon","the",29
"went","on",29
"what","has",29
"what","im",29
"who","dont",29
"who","knows",29
"won","the",29
"would","do",29
"would","love",29
"you","did",29
"a","perfect",28
"a","similar",28
"a","simple",28
"a","word",28
"again","i",28
"all","know",28
"all","your",28
"and","every",28
"and","family",28
"and","work",28
"appears","to",28
"at","an",28
"be","one",28
"been","on",28
"believe","in",28
"by","an",28
"by","my",28
"by","this",28
"came","out",28
"children","and",28
"chose","to",28
"combination","of",28
"day","is",28
"didnt","get",28
"does","the",28
"feels","like",28
"focused","on",28
"for","each",28
"for","two",28
"found","that",28
"from","all",28
"from","your",28
"go","out",28
"good","news",28
"had","not",28
"have","always",28
"have","come",28
"him","as",28
"him","the",28
"his","son",28
"hoping","to",28
"i","added",28
"i","left",28
"i","picked",28
"i","use",28
"in","on",28
"is","our",28
"it","too",28
"its","also",28
"just","because",28
"just","had",28
"knowledge","of",28
"life","in",28
"look","for",28
"love","that",28
"make","you",28
"many","other",28
"me","up",28
"my","sister",28
"my","way",28
"next","year",28
"of","food",28
"of","mine",28
"off","with",28
"oil","and",28
"olive","oil",28
"on","i",28
"on","monday",28
"once","the",28
"open","to",28
"out","how",28
"provide","a",28
"real","life",28
"reason","for",28
"remove","the",28
"seeing","the",28
"size","of",28
"sorts","of",28
"south","africa",28
"still","have",28
"that","these",28
"the","amount",28
"the","art",28
"the","chance",28
"the","child",28
"the","color",28
"the","cost",28
"the","county",28
"the","details",28
"the","field",28
"the","fire",28
"the","history",28
"the","international",28
"the","key",28
"the","land",28
"the","sky",28
"the","spirit",28
"they","all",28
"to","deal",28
"to","figure",28
"under","a",28
"used","a",28
"was","his",28
"was","i",28
"we","decided",28
"we","may",28
"we","took",28
"what","happens",28
"what","if",28
"woman","who",28
"year","in",28
"yet","to",28
"you","you",28
"a","life",27
"a","look",27
"a","matter",27
"a","regular",27
"a","writer",27
"although","the",27
"am","and",27
"am","to",27
"and","love",27
"and","only",27
"anyone","else",27
"are","many",27
"as","being",27
"be","seen",27
"be","so",27
"become","the",27
"beginning","of",27
"body","and",27
"but","after",27
"can","take",27
"charged","with",27
"check","it",27
"come","from",27
"do","to",27
"do","we",27
"even","in",27
"face","of",27
"fan","of",27
"far","more",27
"feel","free",27
"find","that",27
"for","being",27
"for","days",27
"forced","to",27
"good","time",27
"has","had",27
"has","no",27
"has","some",27
"he","does",27
"he","wanted",27
"heart","and",27
"help","me",27
"her","a",27
"her","husband",27
"her","life",27
"here","we",27
"him","that",27
"hope","that",27
"husband","and",27
"i","cannot",27
"in","march",27
"into","an",27
"is","full",27
"is","when",27
"it","this",27
"its","going",27
"life","as",27
"maybe","i",27
"me","from",27
"me","so",27
"mind","and",27
"my","favourite",27
"myself","and",27
"of","years",27
"on","some",27
"once","a",27
"one","more",27
"one","was",27
"other","day",27
"put","together",27
"say","it",27
"seems","like",27
"she","can",27
"she","could",27
"so","long",27
"some","things",27
"that","didnt",27
"that","most",27
"that","some",27
"the","ability",27
"the","bathroom",27
"the","black",27
"the","books",27
"the","box",27
"the","business",27
"the","companys",27
"the","corner",27
"the","fourth",27
"the","general",27
"the","head",27
"the","holy",27
"the","largest",27
"the","love",27
"the","matter",27
"the","plan",27
"the","spring",27
"then","a",27
"there","i",27
"they","need",27
"they","say",27
"they","should",27
"think","we",27
"this","for",27
"this","little",27
"three","times",27
"through","my",27
"to","face",27
"to","send",27
"to","stand",27
"unable","to",27
"us","in",27
"was","actually",27
"was","taken",27
"we","didnt",27
"well","in",27
"what","kind",27
"which","you",27
"will","go",27
"with","these",27
"within","a",27
"work","out",27
"would","take",27
"year","the",27
"you","hear",27
"you","so",27
"youre","a",27
"a","blog",26
"a","difference",26
"a","free",26
"all","kinds",26
"also","have",26
"am","so",26
"an","amazing",26
"and","found",26
"and","making",26
"and","very",26
"away","with",26
"became","a",26
"been","to",26
"being","in",26
"best","to",26
"beyond","the",26
"blog","and",26
"but","thats",26
"center","of",26
"department","of",26
"doesnt","have",26
"every","year",26
"first","of",26
"for","children",26
"found","it",26
"give","a",26
"growing","up",26
"had","just",26
"half","the",26
"happen","to",26
"he","made",26
"head","of",26
"health","care",26
"heard","of",26
"him","i",26
"i","began",26
"i","first",26
"i","keep",26
"i","liked",26
"i","looked",26
"i","were",26
"im","so",26
"in","as",26
"in","february",26
"in","general",26
"in","these",26
"inside","the",26
"is","great",26
"ive","ever",26
"jesus","christ",26
"looked","like",26
"loss","of",26
"men","and",26
"might","not",26
"months","ago",26
"never","be",26
"never","had",26
"off","of",26
"people","have",26
"people","that",26
"point","i",26
"president","of",26
"process","of",26
"range","of",26
"reason","to",26
"right","in",26
"see","you",26
"set","the",26
"she","doesnt",26
"sitting","on",26
"so","in",26
"that","at",26
"that","day",26
"the","above",26
"the","bad",26
"the","building",26
"the","card",26
"the","community",26
"the","dog",26
"the","edge",26
"the","european",26
"the","heat",26
"the","latter",26
"the","results",26
"the","st",26
"the","streets",26
"the","ultimate",26
"then","they",26
"think","this",26
"this","in",26
"three","of",26
"time","but",26
"to","admit",26
"to","cover",26
"to","mention",26
"to","myself",26
"to","new",26
"to","serve",26
"to","walk",26
"to","wear",26
"until","it",26
"up","as",26
"us","we",26
"wake","up",26
"wanting","to",26
"was","getting",26
"was","there",26
"we","see",26
"with","what",26
"work","to",26
"would","say",26
"you","love",26
"a","deep",25
"a","job",25
"a","world",25
"about","them",25
"add","to",25
"added","a",25
"advantage","of",25
"agreed","to",25
"all","its",25
